,Label,String,clean_text,encoded_label
418,Bullying,"""Modelny aja murahan apalagi barangnya""",modelny saja murahan barangnya,0
419,Bullying,"""muka macem pengamen gegayaan selingkuh, untung udh ga sm jane lg, kebanting sm jane muke lu""",muka macem pengamen gegayaan selingkuh untung sudah tidak sama jane lagi kebanting sama jane muka kamu,0
420,Bullying,"""Males beli gua,gara gara ada lonte""",males beli saya gara gara lonte,0
421,Bullying,"""Padahal bulug gini ya mukanya.. ehh,, maaf..""",bulug gini ya mukanya ehh maaf,0
422,Non-bullying,"""Padahal cantikan jessica kemana mana""",cantikan jessica ke mana,1
423,Bullying,"""Dikasih bidadari malah milih sampah""",dikasih bidadari pilih sampah,0
424,Bullying,"""yaelah muka pas""an aja bangga lu njing""",yaelah muka pas an saja bangga kamu njing,0
425,Bullying,"""Wah ibarat lebih milih iblis daripada bidadari haha""",pilih iblis bidadari haha,0
426,Bullying,"""@rangga_kanahaya knp gk truck sampah, kek mukanya sampah""",<USERNAME> kenapa tidak truck sampah kek mukanya sampah,0
427,Bullying,"""Gajadi beli, takut ketularan lonte nya""",tidak jadi beli takut ketularan lonte nya,0
428,Non-bullying,"""hanya bisa melihat hujatan klean kasian si listy kontrak nya d copot , di hujat memang dunia sgt kejam""",hujatan klean kasihan si listy kontrak nya di copot hujat dunia sangat kejam,1
429,Bullying,"""Jangan beli baju lonte entar kena sial""",beli baju lonte nanti kena sial,0
430,Bullying,"""Dasar cewe lo itu LONTE tau kau!""",dasar cewek kamu lonte tahu kamu,0
431,Non-bullying,"""Disini pada kenapa dah? Aku gapaham tolong""",sudah gapaham tolong,1
432,Bullying,"""Itu ditengah manusia apa monyet kok kulitnya bercorak batik""",ditengah manusia monyet kulitnya bercorak batik,0
433,Bullying,"""Muka lu sama anjing gwe..lebih ganteng anjing gwe rik""",muka kamu anjing gwe ganteng anjing gwe rik,0
434,Bullying,"""Buat kalian para pens lonte jgn tkut listi Miskin krna dipecat, krna dia bsa kaya lgi, dgn cara ya nglonte""",pens lonte jangan takut listi miskin karena dipecat karena bisa kaya lagi dengan ya nglonte,0
435,Bullying,"""Etdah ninggalin yang baik demi lonte, situ waras mas wkwk""",etdah tinggalkan lonte situ waras mas wkwk,0
436,Bullying,"""Gw melihat cewek murahan di postingan ini""",saya cewek murahan postingan,0
437,Bullying,"""yang kedua dari sebelah kanan itu batik apa orang dah? kok warna nya kek taek babi si?""",sebelah kanan batik orang sudah warna nya kek taek babi si,0
438,Bullying,"""Ih ko muka jelek banget siii serem kek setan""",ih ko muka jelek sekali siii seram kek setan,0
439,Bullying,"""Itu yang foto ketiga jablay murahan bukan?""",foto ketiga jablay murahan,0
440,Bullying,"""Jelek aja tukang selingkuh lo buriq !!!!""",jelek saja tukang selingkuh kamu buriq,0
441,Non-bullying,"""Emang kalian se suci apa sampai nghina dia segitu nya""",memang suci nghina segitu nya,1
442,Non-bullying,"""Mending yang follow pada unfollow Udeh gausah ribet""",mending follow unfollow sudah tidak usah ribet,1
443,Bullying,"""Dekil tatoan, mampus karir Lo hancurr pantek""",dekil tatoan mampus karir kamu hancurr pantek,0
444,Bullying,"""Udah ada berlian malah milih batu nisan""",sudah berlian pilih batu nisan,0
445,Bullying,"""Alasan setan ama setan, KARNA KALO SETAN SAMA BIDADARI, SAYAPNYA RONTOK, DICEKER, DIGIGIT, DIJAMBAK2""",alasan setan ama setan karena kalau setan bidadari sayapnya rontok diceker digigit dijambak2,0
446,Bullying,"""Lagian juga Erick gak ada akhlak jelek lagi Listy juga jelek""",erick tidak akhlak jelek listy jelek,0
447,Bullying,"""Setan ma setan mahh emg cocokk udee""",setan ma setan mahh memang cocokk udee,0
448,Bullying,"""Lonte kurus pucet kek mayat hidup""",lonte kurus pucet kek mayat hidup,0
449,Bullying,"""Itu muka apa tutup panci wkwkekek jelek nya ampe ke ubun ubun""",muka tutup panci wkwkekek jelek nya sampai ubun ubun,0
450,Non-bullying,"""@xrickolim smngat trus bro tiada manusia yg sempurna kmu pasti bisa bangkit n jadi lebih baik GBU keepstrong""",<USERNAME> smngat terus bro tiada manusia yang sempurna kamu bangkit n gbu keepstrong,1
451,Bullying,"""bego anak orang udah ga perawan noh gara"" lu wkwkw""",bodoh anak orang sudah tidak perawan noh gara kamu wkwkw,0
452,Bullying,"""Frustasi..Sudah habis uangnya..Kasihannn""",frustasi habis uangnya kasihannn,0
453,Non-bullying,"""Bro buat lu pada yg ngehujat erick tpi masih punya masala sendiri jangan sok keras""",bro kamu yang ngehujat erick tetapi masalah sok keras,1
454,Non-bullying,"""Semangat Rick untuk usaha barunya""",semangat rick usaha barunya,1
455,Bullying,"""Hadehh muka kaya tong sampah .""",hadehh muka kaya tong sampah,0
456,Non-bullying,"""banyak banget omongan kasar disini, tobat lah kawan kawan.. cukup comment kasar nya""",sekali omongan kasar tobat kawan kawan comment kasar nya,1
457,Bullying,"""Ni org jelek ga ada obat.kok jj mau liat apa ya..""",ni orang jelek tidak obat jj liat ya,0
458,Non-bullying,"""Semangat bang, walaupun banyak orang yang ngejudge lu. Jangan peduliin mereka""",semangat bang orang ngejudge kamu peduliin,1
459,Non-bullying,"""Tuhan yesus baik semangat rick""",tuhan yesus semangat rick,1
460,Non-bullying,"""Jangan di bales komen hate bang bikin sakit jempol, mending lanjut berkarya:)""",balas komen hate bang bikin sakit jempol mending berkarya,1
461,Bullying,"""Eh lo nyadar ga ? Udah dekil terus tatoan, jadi nya kaya daki haha""",eh kamu nyadar tidak sudah dekil tatoan nya kaya daki haha,0
462,Bullying,"""jelek dapet selingkuhan jelek juga keren yaa imbang wkkw""",jelek dapat selingkuhan jelek keren yaa imbang wkkw,0
463,Non-bullying,"""Wah ngehina fisik ni orang,ga bener ya wkwkwkwk""",ngehina fisik ni orang tidak benar ya wkwkwkwk,1
464,Bullying,"""BUNUH DIRI LAH SONO GOBLOX""",bunuh sono goblox,0
465,Non-bullying,"""Sabar semua komentar ini ujian""",sabar komentar ujian,1
466,Non-bullying,"""Santai rick yg ngehujat lo belom tau perjalanan hidup lo aja! Mereka hanya sok suci!""",santai rick yang ngehujat kamu belum tahu perjalanan hidup kamu saja sok suci,1
467,Non-bullying,"""Yang sabar yah,tetep semangat ngejar karirnya jangan dengerin kata orang mereka Cuma bisa ngebacot di komen doank""",sabar yah tetap semangat ngejar karirnya dengerin orang ngebacot komen saja,1
468,Bullying,"""Erick masuk neraka jalur selingkuh bos""",erick masuk neraka jalur selingkuh bos,0
469,Non-bullying,"""Trs berkarya walaupun brd di titik sprti ini""",terus berkarya brd titik seperti,1
470,Non-bullying,"""Stop lah ngatain orang lain lu pada itu yg ngatain orang lain ngaca dlu sebelum ngatain kayak suci aja hidup lu pada""",stop ngatain orang kamu yang ngatain orang ngaca dulu ngatain mirip suci saja hidup kamu,1
471,Non-bullying,"""Yang ngatain keknya idupnya gapernag bikin kesalahan""",ngatain sepertinya idupnya gapernag bikin kesalahan,1
472,Bullying,"""Jadi gila kau rupanya karna gak laku lagi di YouTube""",gila kamu karena tidak laku youtube,0
473,Bullying,"""Kasian yah sdh stress banyak masalah""",kasihan yah sudah stress,0
474,Bullying,"""Kok jatohnya malah kek ajg sih rikkk""",jatohnya kek ajg sih rikkk,0
475,Bullying,"""Karir turun jadi autis kasian hahah""",karir turun autis kasihan hahah,0
476,Non-bullying,"""erick yang kek gini yang gua kangenin, keep it up bruuh""",erick kek gini saya kangenin keep itu up bruuh,1
477,Bullying,"""Udah mau autis iya bg awokawkk""",sudah autis iya bagi awokawkk,0
478,Bullying,"""Kasian masih muda udah stresss""",kasihan muda sudah stresss,0
479,Non-bullying,"""Banyak komen yg support malah ketutup yg hate bgst emang IG""",komen yang support ketutup yang hate bgst memang ig,1
480,Non-bullying,"""Maudy cantik na natural bnr2 cantik bgt, cantik luar dlm""",maudy cantik na natural bnr2 cantik sangat cantik dalam,1
481,Non-bullying,"""Bikin konten YouTube Student life at standford @maudyayunda seperti waktu S1 at Oxford. Fansmu pada nungguin nih.""",bikin konten youtube student life at standford <USERNAME> s1 at oxford fansmu tunggu nih,1
482,Non-bullying,"""Aura org pinter emg shining ya bun @hy_dindut""",aura orang pintar memang shining ya bun <USERNAME>,1
483,Non-bullying,"""Paket lengkap deh.. udh cantik pintar lagi""",paket lengkap deh sudah cantik pintar,1
484,Non-bullying,"""Sukaa bnget sm artis ini? nggak neko2.. dan natural bngett""",sukaa sangat sama artis tidak neko2 natural bngett,1
485,Non-bullying,"""Cantik, pintar bertalenta, ortu mana yg gak kepengen punya anak kyk mba maudy""",cantik pintar bertalenta orangtua yang tidak ingin anak seperti mba maudy,1
486,Bullying,"""Idih mak lampir, dibanding uya ma lu, lu bagaikan butiran debu,, lu dikenal karena bacot? rajin2 ngaca deh""",idih mak lampir dibanding uya ma kamu kamu butiran debu kamu dikenal bacot rajin2 ngaca deh,0
487,Bullying,"""Anjirlah muka lo kek kuntilanak malah sok cantik""",anjirlah muka kamu kek kuntilanak sok cantik,0
488,Bullying,"""Mbak cadel yg bangga dengan cadelnya,, Harusnya sih kasihan karna cadel tapi lama"" jadi jijik kenapa gak sekalian bisu aja""",mbak cadel yang bangga cadelnya sih kasihan karena cadel jijik tidak bisu saja,0
489,Non-bullying,"""Uda pinter, cantik gak kebanyakan tingkah. Perfect""",sudah pintar cantik tidak kebanyakan tingkah perfect,1
490,Non-bullying,"""Hati-hati mody jangan keluar sendirian jaga-jaga serangan brutal rasisme, wajahmu sekilas mirip onnie2 korea. Tetap waspada""",hati hati mody jaga jaga serangan brutal rasisme wajahmu sekilas onnie2 korea waspada,1
491,Non-bullying,"""Bikin konten Youtube daily activity di Stanford dong kak @maudyayunda""",bikin konten youtube daily activity stanford kak <USERNAME>,1
492,Non-bullying,"""Motivasi ku ka Maudy cantipp bngt""",motivasi aku ka maudy cantipp sangat,1
493,Non-bullying,"""Semoga kecerdasan Mbak Maudy bermanfaat bagi agama, nusa, dan bangsa.. Aamiin""",semoga kecerdasan mbak maudy bermanfaat agama nusa bangsa aamiin,1
494,Non-bullying,"""Damage nya cewek pinter gada lawann""",damage nya cewek pintar tidak ada lawann,1
495,Bullying,"""cantikan waktu berisi dulu? sekarang kurus bgt, kurus begini auranya kurang""",cantikan berisi kurus sangat kurus auranya,0
496,Bullying,"""cantik sih, tapi sayang kurus ya. padahl udh nikah lo, kurang bahagia sama pernikahannya?""",cantik sih sayang kurus ya padahl sudah nikah kamu bahagia pernikahannya,0
497,Non-bullying,"""masih good vibes walaupun sedang lapar""",good vibes lapar,1
498,Non-bullying,"""kakak cantik bgt bismillah cerdasnya nular""",kakak cantik sangat bismillah cerdasnya nular,1
499,Bullying,"""Bego lu. Alam semesta dan seisinya pun serentak murka mendengarkan lagumu""",bodoh kamu alam semesta seisinya serentak murka mendengarkan lagumu,0
500,Non-bullying,"""Dua2 nya cantik banget masya Allah""",dua2 nya cantik sekali masya allah,1
501,Non-bullying,"""ka nisa mirip ariana grande masa""",ka nisa ariana grande,1
502,Non-bullying,"""Adiknya Kak Maudy, cantik, pinter, aura positifnya keluar, ramah, lemah lembut, rajin, sholeha""",adiknya kak maudy cantik pintar aura positifnya ramah lemah lembut rajin sholeha,1
503,Non-bullying,"""Sekilas yg abu mirip ariana grande haha""",sekilas yang abu ariana grande haha,1
504,Non-bullying,"""Yang satu nya mirip Ariana grande""",nya ariana grande,1
505,Non-bullying,"""Kakak sama adek sama sama cantik ya aku suka sama dua duanya""",kakak adik cantik ya suka duanya,1
506,Non-bullying,"""Rambutnya kak modd bagussss? Item berkilauu""",rambutnya kak modd bagussss hitam berkilauu,1
507,Non-bullying,"""Cantik semua congrats kak msuk nominsi tc candler""",cantik congrats kak msuk nominsi tc candler,1
508,Non-bullying,"""Maudy enak bet dah cantik iya pinter iya""",maudy enak bet sudah cantik iya pintar iya,1
509,Non-bullying,"""kukira dedeknya berdiri itu mau mukul bang jer pake ukulele? ternyata aku salah salah :""""",kukira dedeknya berdiri mukul bang jer pakai ukulele salah salah,1
510,Non-bullying,"""Bang jerome KLO nyanyiny kek gini bagus suaranya ganyangkaaa""",bang jerome kalau nyanyiny kek gini bagus suaranya ganyangkaaa,1
511,Non-bullying,"""Sutan kamu sangat lucu dan menggemaskan""",sutan lucu menggemaskan,1
512,Non-bullying,"""Bang sering-sering dong buat vidio bareng sutan dia kayanya juga seneng ama bang jerom""",bang vidio bareng sutan kayaknya senang ama bang jerom,1
513,Non-bullying,"""Klu @jeromepoline buat video tapi berdua aja seharian sama anak kecil, hahah lucu juga gimana riwehnya""",kalau <USERNAME> video berdua saja seharian anak hahah lucu gimana riwehnya,1
514,Bullying,"""Muka lu kok cabul banget sih bg hahah""",muka kamu cabul sekali sih bagi hahah,0
515,Bullying,"""Dari raut mukanya aja udh terlihat seperti org kalah judi dan tidak pernah makan enak""",raut mukanya saja sudah orang kalah judi makan enak,0
516,Non-bullying,"""Kak jerome kayak boneka tau hahah""",kak jerome mirip boneka tahu hahah,1
517,Non-bullying,"""Mukbang makanan sehat dong kak. Salad jepang gituuu.""",mukbang makanan sehat kak salad jepang gituuu,1
518,Non-bullying,"""Yakinin dulu niatnya bg? Semoga sukses""",yakinin niatnya bagi semoga sukses,1
519,Non-bullying,"""Bang, aku nonton kamu setelah aku kerja di Jepang. Bermanfaat bgt kontennya jd gampang kalo mau nyari apa apa di Jepang""",bang nonton kerja jepang bermanfaat sangat kontennya jadi gampang kalau cari jepang,1
520,Non-bullying,"""Cuman rumus diet ini yg ga bisa dipecahka ya bang?""",hanya rumus diet yang tidak dipecahka ya bang,1
521,Non-bullying,"""Perut makin maju tpi semangat jangan tak maju""",perut maju tetapi semangat maju,1
522,Non-bullying,"""Pantesan kak Jessica bilang bang jerom beruang wkwkwk""",pantas kak jessica bilang bang jerom beruang wkwkwk,1
523,Non-bullying,"""Aduhh susah klo urusan sma Jerome rumus matematika terus bahasannya? Apakah daya diriku yg lebih suka bhs Inggris drpd matematika""",aduhh susah kalau urusan sma jerome rumus matematika bahasannya daya diriku yang suka bahas inggris daripada matematika,1
524,Non-bullying,"""Kaya tulus ya mukanya klo diliat2""",kaya tulus ya mukanya kalau diliat2,1
525,Non-bullying,"""Kak Jerome, bagi trik biar bisa paham dan ingat cepat rumus matematika, dung:)""",kak jerome trik biar paham cepat rumus matematika dung,1
526,Non-bullying,"""Baru x ini baca caption harus mikir dan pakai kalkulator cuyyy hahaha""",x baca caption mikir pakai kalkulator cuyyy hahaha,1
527,Non-bullying,"""Sumpah si kak, kemeja jeans bikin keliatan seger bgt mantap mantap""",sumpah si kak kemeja jeans bikin kelihatan seger sangat mantap mantap,1
528,Non-bullying,"""Mirip ama aktor korea yg main di film reply 1988 yg jadi kaka nya jung hwan wkwk""",ama aktor korea yang main film reply 1988 yang kaka nya jung hwan wkwk,1
529,Non-bullying,"""iya bang jer terlihat berbeda klo pake style kayak gini lebih terlihat fresh anak gaul""",iya bang jer berbeda kalau pakai style mirip gini fresh anak gaul,1
530,Non-bullying,"""Klo style ke gini pas gitu bang sma umur lu yg msh muda keliatan lbh fresh aja sesuai sma umur""",kalau style gini pas begitu bang sma umur kamu yang masih muda kelihatan lebih fresh saja sesuai sma umur,1
531,Non-bullying,"""Kok makin dewasa makin imutt aih cipaaaaaa""",dewasa imutt aih cipaaaaaa,1
532,Non-bullying,"""maniss bangettt pengen dah punya senyuman manis kayak ka syifaaa""",maniss bangettt pengen sudah senyuman manis mirip ka syifaaa,1
533,Non-bullying,"""Nih orang manis bnget sihh ga ngerti lagi""",nih orang manis sangat sihh tidak ngerti,1
534,Non-bullying,"""Kakak pinter nyanyi ya @syifahadjureal, suaranya bagus kak""",kakak pintar nyanyi ya <USERNAME> suaranya bagus kak,1
535,Non-bullying,"""Gk salah kalo kak syifa cantik mamahnya aja cantik bgtt!! Jujurr""",tidak salah kalau kak syifa cantik mamahnya saja cantik bgtt jujurr,1
536,Non-bullying,"""Lelaki yg mendapatkan km. Adalah lelaki yg beruntung.""",lelaki yang kamu lelaki yang beruntung,1
537,Non-bullying,"""Kamu mirip bgt ayahmu kalo adikmu mirip bgt mamamu""",sangat ayahmu kalau adikmu sangat mamamu,1
538,Non-bullying,"""Kakak udah cantik sii, tapi cantikan lagi kalo pake hijab""",kakak sudah cantik sii cantikan kalau pakai hijab,1
539,Non-bullying,"""Gemeshh rasanya kaya aku pengen cubit""",gemeshh kaya pengen cubit,1
540,Non-bullying,"""@angelkmgi ini paling cute sih, ganteng parah msh kecil jg""",<USERNAME> cute sih ganteng parah masih juga,1
541,Bullying,"""Pengen gw pacul mulut lo!! woii anjeng busuk""",pengen saya pacul mulut kamu woii anjeng busuk,0
542,Non-bullying,"""Sering blg ke org2 artis cewek yg menurutku paling cantik syifa sama ziu""",bilang orang-orang artis cewek yang menurutku cantik syifa ziu,1
543,Non-bullying,"""Ka cipa tu uda cantik, baik, manis bgt pula, manisnya tu nglebihin gula""",ka cipa itu sudah cantik manis sangat manisnya itu nglebihin gula,1
544,Non-bullying,"""Dilihat sekilas pun tampak jelas kalau cantikkan syifa""",sekilas cantikkan syifa,1
545,Non-bullying,"""Setuju g sih? Si dia tetep cntik bgt meski g pke make up? lah aku g pke make up pucet bgt kyk g makan setahunn""",setuju tidak sih si tetap cntik sangat tidak pakai pakai up tidak pakai pakai up pucet sangat seperti tidak makan setahunn,1
546,Non-bullying,"""dahlahh emang cantik luar dalam kmu ini cippp""",dahlahh memang cantik kamu cippp,1
547,Non-bullying,"""Muka cantik tanpa make up hini, bahagia bgt kali ya yg jadi suaminya, bisa liat bidadari setiap harinya.""",muka cantik pakai up hini bahagia sangat kali ya yang suaminya liat bidadari harinya,1
548,Non-bullying,"""Suka bgtt sm kak cipaa.. orangnya humble sm semua orang dan banyak temannya juga""",suka bgtt sama kak cipaa orangnya humble sama orang temannya,1
549,Non-bullying,"""Artis remaja di Indonesia yg manis bgt kalo senyum Cuma dia deh perasaan yg nempel di hati""",artis remaja indonesia yang manis sangat kalau senyum deh perasaan yang nempel hati,1
550,Non-bullying,"""Aku doakan perempuan baik yg bernama Nagita selalu sehat, bahagia lahir batin, dan banyak yang sayang sm dia..""",doakan perempuan yang bernama nagita sehat bahagia lahir batin sayang sama,1
551,Non-bullying,"""Rafathar nya mantull ni, pulang nggk jd nginep karna nggk ada temen mamany d rmh papany belum pulangg.. jd jagain dan temenin mama dulu  ya aa""",rafathar nya mantull ni pulang tidak jadi menginap karena tidak teman mamany di rumah papany pulangg jadi jagain temani mama ya aa,1
552,Non-bullying,"""kultur kerja kaya gini menurut gw bagus si ga kapitalis banget, petingginya juga ikut kerja misal ngevlog atau endors, semoga gaji juga ga senjang si haha""",kultur kerja kaya gini saya bagus si tidak kapitalis sekali petingginya kerja ngevlog endors semoga gaji tidak senjang si haha,1
553,Non-bullying,"""Pantas pada senang kerja di Rans.. mbak gigi nggak ngebossy..""",senang kerja rans mbak gigi tidak ngebossy,1
554,Non-bullying,"""Seneng yaa lihat orang sukses meeting. Ya Allah pengen sukses kayak gitu biar ada status di instastory""",senang yaa lihat orang sukses meeting ya allah pengen sukses mirip begitu biar status instastory,1
555,Non-bullying,"""smga semua kelg dan crew sehat semua.. dan rejeki trs lancar ya kak gigi..""",semoga kelg crew sehat rejeki terus lancar ya kak gigi,1
556,Non-bullying,"""Fokus ke nagita pas mau minum masih sempet baca doa. keren bgt hasil dari didikan orang tua nya""",fokus nagita pas minum sempet baca doa keren sangat hasil didikan orang tua nya,1
557,Bullying,"""Kasihan ya , Nagita punya suami kerjaannya berzinah terus""",kasihan ya nagita suami kerjaannya berzinah,0
558,Non-bullying,"""Koreaable banget face rafathar cakep ganteng manis banget""",koreaable sekali face rafathar cakap ganteng manis sekali,1
559,Non-bullying,"""MasyaAllah Rafathar tambah besar makin tambah ganteng bgt gk kuat ngeliat alisny?""",masyaallah rafathar ganteng sangat tidak kuat ngeliat alisny,1
560,Non-bullying,"""Kok mirip siwon ya lama2, apa perasaan gw aja.""",siwon ya lama2 perasaan saya saja,1
561,Non-bullying,"""Lucunya berasa kayak kaka dan adek""",lucunya berasa mirip kaka adik,1
562,Non-bullying,"""Itu wajah nagita kya masih umur 20an""",wajah nagita kya umur 20an,1
563,Non-bullying,"""Foto no edit edit ya saayy kamera nyaa bening,,, model fotonya pun juga bening gak perlu pakai filter tipu tipu""",foto nomor edit edit ya saayy kamera nyaa bening model fotonya bening tidak pakai filter tipu tipu,1
564,Non-bullying,"""Look-nya Rafathar emang gak bisa dipungkiri, diborong gen mama gigi semua HAHA.""",look nya rafathar memang tidak dipungkiri diborong gen mama gigi haha,1
565,Non-bullying,"""Nagita masa kaya anak muda coba cantikk bangeett""",nagita kaya anak muda coba cantikk bangeett,1
566,Non-bullying,"""Masyaallah mamany cantik anakny ganteng, perfect""",masyaallah mamany cantik anaknya ganteng perfect,1
567,Non-bullying,"""Kaya adek kakak.. kak gigi keliatan muda banget""",kaya adik kakak kak gigi kelihatan muda sekali,1
568,Non-bullying,"""Tambah gede aja rafathar ya tambah pinter ya Rafathar""",gede saja rafathar ya pintar ya rafathar,1
569,Non-bullying,"""Mama gigi kalau rambutnya agak pirang tambah cantik dan tampak lebih muda""",mama gigi rambutnya pirang cantik muda,1
570,Non-bullying,"""OOTD mama gigi simple tapi elegan dilihat nya, masyaallah""",ootd mama gigi simple elegan nya masyaallah,1
571,Non-bullying,"""Masyaallah mamah gigi bening bet dah, sehat selalu mamah gigi dn keluarga""",masyaallah mamah gigi bening bet sudah sehat mamah gigi dan keluarga,1
572,Non-bullying,"""mama gigi ketemu gajah. gajahnya seneng sampai ketawa gitu ahhaha.""",mama gigi ketemu gajah gajahnya senang tertawa begitu ahhaha,1
573,Non-bullying,"""Ya allah ga tau knp ak suka setiap lihat nagita pake dress modelnya cakep cakep""",ya allah tidak tahu kenapa aku suka lihat nagita pakai dress modelnya cakap cakap,1
574,Non-bullying,"""i see beauty in everything mba gigi sehat selalu sama dede bayi nya""",i see beauty in everything mba gigi sehat dede bayi nya,1
575,Non-bullying,"""Mama gigi cantik banget? look younger than her age.. love mama gigi""",mama gigi cantik sekali look younger than her age love mama gigi,1
576,Non-bullying,"""Semoga adeknya rafathar menjadi anak yang tangguh kuat cerdas""",semoga adeknya rafathar anak tangguh kuat cerdas,1
577,Non-bullying,"""Pakaian apapun yg dipake mama gigi selalu keceee""",pakaian apapun yang dipakai mama gigi keceee,1
578,Non-bullying,"""Terima kasih kak Nagita @raffinagita1717 sudah support Molly si gajah dan satwa-satwa di Bali Zoo lainnya dengan kunjungannya bersama keluarga""",terima kasih kak nagita <USERNAME> support molly si gajah satwa satwa bali zoo kunjungannya keluarga,1
579,Non-bullying,"""Kaya ny gajahnya merasakan aura positif nya mb gigi itu? kelihatan sumringah jg gajahnya loo..""",kaya nya gajahnya merasakan aura positif nya mb gigi sumringah juga gajahnya loo,1
580,Non-bullying,"""Manis banget mbak gigi.. Masya Allah.. hamil semakin bersinar..""",manis sekali mbak gigi masya allah hamil bersinar,1
581,Non-bullying,"""Mama gigi gapernah ga cantik sih kalo menurut aku.""",mama gigi tidak pernah tidak cantik sih kalau,1
582,Non-bullying,"""Semoga sehat selalu bayi dalam kandungan nya sama ibunya ya.""",semoga sehat bayi kandungan nya ibunya ya,1
583,Non-bullying,"""Cantik banget semoga sehat selalu kakak panutan""",cantik sekali semoga sehat kakak panutan,1
584,Non-bullying,"""MasyaAllah selalu mempesona baik kaum adam maupun kaum hawa""",masyaallah mempesona kaum adam kaum hawa,1
585,Non-bullying,"""Gak ada orang lain yang bangun tidur siang secantik ini selain ka yaya""",tidak orang bangun tidur siang secantik ka yaya,1
586,Non-bullying,"""makin tua makin muda yehh mukanya, mana cantik bngett mo nangiss ampun cantik terus ka yaya""",tua muda yehh mukanya cantik bngett mau nangiss ampun cantik ka yaya,1
587,Non-bullying,"""Gapaham lagi cakeup nya natural Masyaallah""",gapaham cakeup nya natural masyaallah,1
588,Non-bullying,"""Raisa mah tipe cantik tapi sopan santun pakaiannya""",raisa mah tipe cantik sopan santun pakaiannya,1
589,Non-bullying,"""ka yayaaa, why are you always stunning pretty girl.""",ka yayaaa why are you always stunning pretty girl,1
590,Non-bullying,"""Ya Allah ni orang apa peri, cantik amatt""",ya allah ni orang peri cantik amatt,1
591,Non-bullying,"""Kenapa cantik banget aku heran dilihat dari samping kanan kiri depan dll tetep aja cantik""",cantik sekali heran samping kanan kiri dan lain lain tetap saja cantik,1
592,Non-bullying,"""BISA BERHENTI CAKEP GA KAKK? PUSINGGGG IH""",berhenti cakap tidak kakk pusingggg ih,1
593,Non-bullying,"""Cantik bajunya keren warnanya bikin pangling""",cantik bajunya keren warnanya bikin pangling,1
594,Non-bullying,"""Sudah dongggg dan sudah di liked juga.. congratulations""",dongggg liked congratulations,1
595,Non-bullying,"""Udaaaahh nontonnnnn.. lagunya bajunya makeup dan hairdo nyaaa sukaakkkk""",udaaaahh nontonnnnn lagunya bajunya makeup hairdo nyaaa sukaakkkk,1
596,Non-bullying,"""Raisa sekarang ngak monoton?. Jadi suka deh?. Sering2 kek gini?.""",raisa tidak monoton suka deh sering2 kek gini,1
597,Non-bullying,"""udah dong. Lagi ngunyah aja cute banget""",sudah kunyah saja cute sekali,1
598,Non-bullying,"""Penyihir secantik ini gue rela dikutuk jadi tokek laut""",penyihir secantik saya rela dikutuk tokek laut,1
599,Non-bullying,"""Ya ampun kak makan apa sih kok bisa cantik banget""",ya ampun kak makan sih cantik sekali,1
600,Non-bullying,"""Ya allah kek anak yg msh batita klo lg ngambek manyunnya begitu, gemes hahaha""",ya allah kek anak yang masih batita kalau lagi marah manyunnya gemes hahaha,1
601,Non-bullying,"""Aku udah. Dan sumpah bagus banget. Serasa liat cerita disney gitu""",sudah sumpah bagus sekali serasa liat cerita disney begitu,1
602,Bullying,"""lu lebih gak sopan, mukak lu kayak babi!""",kamu tidak sopan mukak kamu mirip babi,0
603,Non-bullying,"""ya Allah kenapa begitu sempurna sih ciptaanmu yg satu in""",ya allah sempurna sih ciptaanmu yang in,1
604,Non-bullying,"""Ragu aja cantiknya udh kek gini, gmn kl yakin yak, cantiknya kek apa, heran""",ragu saja cantiknya sudah kek gini bagaimana kalau yak cantiknya kek heran,1
605,Non-bullying,"""Bukan keliatan ragu, tapi keliatan cantik""",kelihatan ragu kelihatan cantik,1
606,Non-bullying,"""Warna yang paling bikin Raisa makin shinning itu merah, hitam, putih, pink and emerald""",warna bikin raisa shinning merah hitam putih pink and emerald,1
607,Non-bullying,"""Raisa pake baju merah sumpahh cantik bgttt""",raisa pakai baju merah sumpahh cantik bgttt,1
608,Non-bullying,"""Liriknya pendek tp susah di hafal pas awal awal, begitu di puter beberapa kali eh kok candu banget""",liriknya pendek tetapi susah hafal pas putar kali eh candu sekali,1
609,Non-bullying,"""Demi apa, Kak Yaya gk pernah ngeRAGUin para pendengar lagu2 nya""",kak yaya tidak ngeraguin pendengar lagu2 nya,1
610,Non-bullying,"""Ka yaya kalo ragu tetep secantik itu yah :"")""",ka yaya kalau ragu tetap secantik yah,1
611,Non-bullying,"""Ragu aja cantik kan kak, apalagi kalau serius""",ragu saja cantik kak serius,1
612,Non-bullying,"""Ngga alay. Ngga muluk muluk. Natural. Sukaaaa",tidak alay tidak muluk muluk natural sukaaaa,1
613,Non-bullying,"""seru bgt gemoy, tim berkebun plus tim alam bgt niiii""",seru sangat gemoy tim berkebun plus tim alam sangat niiii,1
614,Non-bullying,"""nikmatnya bisa menghirup oksigen dengan bebas ya :)""",nikmatnya menghirup oksigen bebas ya,1
615,Non-bullying,"""Slide kedua mukanya mau gaya apa aja tetep cantikk""",slide mukanya gaya saja tetap cantikk,1
616,Non-bullying,"""mba isyana foto gelap2an gini aja aesthetic bgt ya""",mba isyana foto gelap2an gini saja aesthetic sangat ya,1
